years_experience,skills_match_score,education_level,project_count,resume_length
10,99.1,1,15,726
10,75.5,1,15,730
5,39.2,2,11,534
5,71.0,1,9,619
11,60.3,1,8,709
10,89.9,2,12,628
6,78.5,2,11,622
14,85.1,1,8,900
7,31.9,2,6,768
3,75.1,1,6,411
0,67.6,3,7,499
5,52.8,1,14,499
2,64.9,2,6,716
4,62.5,2,16,457
11,77.2,2,15,706
6,72.5,2,7,525
12,80.0,1,8,741
10,90.4,1,11,578
5,55.0,0,9,590
7,64.5,1,11,511
11,93.1,1,15,870
2,92.6,1,5,472
12,96.4,2,19,758
15,87.1,0,14,737
7,100.0,2,17,372
8,61.0,0,9,870
9,100.0,2,7,837
3,65.3,0,4,253
6,73.6,1,11,328
4,66.6,2,12,280
6,35.0,2,7,525
10,96.5,0,14,864
10,78.8,1,9,727
4,82.6,0,8,676
2,75.3,1,4,165
14,83.1,0,10,808
2,64.0,0,8,650
10,67.2,1,12,669
2,58.7,1,10,483
1,75.9,3,4,506
0,65.1,3,7,269
10,72.9,2,5,634
13,86.5,1,17,563
5,79.3,2,10,466
5,76.7,1,8,556
13,61.6,1,13,477
1,80.3,2,10,421
7,75.9,0,12,524
14,73.6,1,22,694
2,69.3,2,7,218
11,83.3,1,17,705
12,94.1,2,13,651
11,30.3,1,15,570
3,55.1,2,7,435
5,60.5,2,11,393
6,85.4,2,11,468
3,65.2,3,10,569
11,70.4,1,9,722
5,63.1,2,7,670
6,91.5,1,7,644
12,83.5,1,20,822
11,60.1,3,21,900
13,100.0,1,10,681
6,72.7,1,11,734
12,74.9,1,14,732
6,75.5,1,6,487
1,62.7,3,10,261
6,59.6,1,12,582
9,70.1,1,15,579
1,59.5,0,5,521
11,59.6,1,11,625
15,73.5,1,14,691
7,58.7,1,8,567
15,97.7,2,18,680
2,92.9,2,9,323
10,89.7,1,12,677
6,59.6,1,13,531
4,100.0,3,8,461
13,98.0,1,10,721
0,80.4,2,6,388
0,48.9,0,6,232
13,80.4,2,13,679
9,73.1,0,10,652
8,64.3,2,10,519
13,94.7,1,23,754
15,100.0,2,24,863
12,64.3,1,25,844
2,82.9,2,10,546
1,64.6,3,11,354
14,90.0,2,15,698
5,36.3,0,10,606
12,83.5,1,18,722
14,94.6,3,13,694
10,69.9,1,14,846
5,89.9,1,15,447
0,46.5,1,5,342
8,94.3,1,14,900
5,77.8,2,11,368
3,73.2,2,9,517
15,64.8,3,17,622
9,100.0,3,12,495
2,79.8,1,4,605
12,72.4,1,16,621
3,59.9,2,5,507
8,100.0,2,9,347
15,100.0,2,25,754
7,92.3,2,9,460
10,79.8,2,11,641
15,100.0,2,15,855
0,65.0,1,1,412
8,65.3,1,11,626
10,65.4,0,8,691
11,71.4,0,10,746
4,79.7,1,6,446
7,78.2,0,9,546
11,100.0,2,18,635
14,76.1,1,17,900
4,52.1,2,9,635
2,82.5,0,3,452
4,66.6,0,5,517
0,69.2,1,3,458
11,91.3,2,10,673
15,74.0,1,19,720
2,60.1,2,6,319
12,99.6,2,14,868
7,88.2,3,7,559
10,89.1,3,7,823
0,48.5,1,4,348
0,57.8,2,3,291
12,95.7,1,11,538
1,76.4,2,8,157
14,100.0,1,15,749
1,47.8,2,6,410
15,81.3,2,12,806
6,69.4,0,8,371
13,91.5,2,12,812
9,100.0,1,9,681
11,76.4,0,16,642
3,84.7,1,10,324
12,100.0,3,12,565
1,65.6,1,7,593
6,62.6,2,9,503
5,41.5,1,10,427
9,91.0,1,16,391
10,83.7,2,4,561
2,55.4,2,10,545
7,72.8,1,13,717
13,72.4,2,16,484
3,50.3,0,11,376
2,60.5,1,6,387
2,73.9,0,6,207
3,35.7,1,8,384
7,94.5,1,9,370
6,76.0,1,13,616
10,92.0,0,15,823
4,81.2,3,13,417
7,69.8,2,19,595
9,53.9,1,10,635
8,100.0,2,13,468
14,100.0,1,17,729
8,55.8,0,12,622
5,76.6,0,8,614
0,52.1,2,10,150
14,98.2,1,21,717
10,74.9,1,6,717
11,71.7,2,11,693
7,57.2,1,14,541
13,97.0,2,10,797
14,53.9,1,15,651
4,58.1,2,11,407
12,58.3,1,16,814
14,69.2,0,12,745
1,81.9,2,5,653
2,66.4,2,6,361
9,76.0,1,12,555
5,47.4,1,6,480
11,100.0,2,11,599
0,59.4,2,11,451
12,66.6,1,24,812
10,70.6,2,15,724
3,64.9,2,9,350
15,100.0,2,11,900
15,70.0,0,9,900
15,96.9,2,12,864
3,41.3,2,8,351
5,82.3,0,9,387
8,65.9,1,13,402
8,77.9,1,12,484
5,69.3,0,5,736
8,73.4,0,16,668
2,66.4,2,5,345
15,84.2,3,16,769
3,44.6,1,5,459
14,90.1,0,10,678
7,84.6,3,9,428
8,79.6,3,17,608
10,85.8,3,14,592
1,68.5,1,5,305
14,71.7,1,18,882
15,87.0,1,20,830
0,54.8,1,7,151
9,60.9,2,13,611
3,65.9,2,7,531
14,79.0,2,13,603
2,76.2,1,6,518
1,63.3,2,7,320
8,57.7,3,23,430
11,75.7,2,23,754
10,100.0,1,12,584
10,62.2,0,12,605
7,71.4,1,13,484
10,90.4,2,15,727
11,80.2,2,17,796
3,72.9,2,15,431
13,89.8,2,15,432
9,66.6,2,11,716
0,72.6,0,6,408
5,68.8,2,12,771
7,57.1,2,7,524
14,73.9,2,12,520
3,68.4,1,7,384
11,79.5,1,12,522
12,100.0,1,8,900
11,60.9,1,14,824
2,32.4,2,6,380
4,57.2,1,12,364
9,100.0,1,13,408
13,94.1,2,15,646
4,73.1,2,10,432
1,63.0,2,7,588
12,81.9,1,19,876
0,74.5,2,5,150
11,72.4,2,13,663
15,100.0,2,19,610
14,100.0,0,8,900
6,84.4,2,12,628
8,53.5,1,9,465
8,72.3,0,9,500
0,85.1,1,6,328
12,92.9,3,12,827
5,64.1,2,9,464
5,87.0,2,6,605
0,44.9,1,8,362
10,93.1,1,11,798
9,75.4,0,9,715
4,67.7,1,7,334
11,66.5,3,14,752
14,99.9,1,25,760
12,77.8,1,17,626
5,78.2,1,10,598
6,47.4,0,7,598
11,100.0,2,12,583
13,79.7,1,14,732
4,54.0,1,9,481
3,60.7,1,5,566
5,80.3,2,9,554
0,59.6,2,4,536
15,88.4,1,15,760
14,76.9,1,7,612
7,61.2,0,7,654
11,40.2,2,17,768
7,64.1,3,7,778
2,63.0,0,6,394
0,38.3,1,2,318
0,35.8,2,4,360
1,70.0,1,1,426
12,76.5,1,15,670
14,100.0,2,13,694
12,92.3,2,15,724
6,74.7,1,9,419
14,86.2,2,10,772
14,76.6,2,16,738
11,75.7,3,6,690
8,73.5,2,12,476
15,96.0,2,21,746
14,100.0,2,17,741
1,64.7,2,8,481
11,80.6,2,19,635
5,81.9,2,4,437
15,89.0,1,17,900
9,80.6,3,13,726
2,46.7,2,10,524
15,87.8,1,14,891
15,53.2,0,12,735
2,88.3,2,14,543
3,58.5,2,9,417
9,82.9,3,16,545
15,93.4,1,18,900
2,61.6,2,8,515
5,77.6,1,7,461
2,52.6,1,7,352
1,76.7,2,5,476
4,86.6,1,11,494
7,86.1,3,14,593
3,64.9,1,7,572
5,58.9,0,7,435
6,78.0,2,14,530
0,36.4,1,7,282
10,94.4,1,12,732
2,55.7,3,4,535
13,93.1,2,14,777
5,72.8,2,6,523
2,91.3,3,7,428
15,90.7,1,23,817
7,64.8,0,7,566
14,55.9,1,16,768
6,66.2,1,9,470
3,65.4,2,11,397
6,70.3,1,9,529
4,71.4,1,10,357
9,67.3,2,9,494
15,100.0,1,19,862
1,52.8,1,8,414
6,71.0,1,9,395
12,96.8,3,15,321
2,59.6,1,7,608
9,100.0,1,10,673
1,58.1,0,8,332
4,83.2,1,12,513
11,54.4,1,12,511
1,55.6,2,6,353
12,100.0,2,8,760
10,100.0,2,15,689
4,86.3,1,9,438
10,64.1,3,23,818
0,77.8,2,9,339
4,62.8,1,8,657
0,60.0,3,11,326
10,42.2,1,17,762
3,52.3,2,9,440
15,58.5,1,14,837
4,66.5,2,7,670
5,60.3,2,16,323
2,24.2,1,8,209
8,75.8,2,18,554
1,56.9,1,6,532
2,54.7,3,8,362
0,64.2,1,3,183
10,96.2,1,12,832
6,86.7,2,8,629
9,83.6,1,11,649
10,75.0,2,11,676
4,47.5,1,7,560
11,80.4,2,18,882
15,93.5,2,24,700
0,48.6,2,5,413
9,50.1,2,6,632
8,66.1,2,12,604
8,80.9,2,12,574
5,72.5,2,14,496
14,100.0,1,11,610
4,76.2,1,8,418
10,92.2,2,8,676
0,66.5,1,7,271
11,80.3,1,12,820
4,60.6,1,12,407
8,95.1,2,9,577
2,46.4,1,7,397
6,75.4,1,6,559
14,90.5,1,11,847
4,96.8,2,12,548
2,76.5,2,10,388
0,78.2,3,8,150
11,82.6,1,17,808
0,64.3,2,4,150
13,65.6,1,18,761
9,85.4,0,8,618
6,75.9,3,10,669
7,60.8,2,9,671
4,76.8,1,10,265
11,85.4,1,13,553
10,58.2,2,17,599
11,63.0,1,13,836
14,89.8,1,12,656
0,50.1,1,6,628
3,80.8,2,7,423
3,94.5,3,6,398
15,58.5,3,25,660
14,95.6,1,17,779
4,73.8,0,9,436
2,29.1,1,6,392
0,79.7,2,6,421
1,40.0,2,9,376
4,69.5,2,8,430
4,32.9,1,4,525
13,99.1,2,18,721
14,61.3,2,12,750
13,75.6,2,18,657
10,74.2,2,23,401
14,97.5,1,10,728
13,96.2,1,11,800
9,83.1,2,7,731
4,75.0,1,5,495
3,90.7,0,4,339
9,90.7,1,7,612
7,81.9,3,13,608
0,62.0,2,4,326
10,90.3,1,10,515
12,99.7,1,12,642
2,67.3,1,4,571
9,78.2,2,13,552
8,74.7,3,6,583
11,70.4,3,8,556
4,81.9,2,6,611
13,92.8,2,18,748
12,94.8,1,11,724
11,81.0,1,13,783
6,56.7,2,12,609
7,47.1,0,8,556
5,82.8,2,9,561
11,97.7,1,7,812
3,34.6,1,5,580
5,76.9,3,5,599
15,87.7,2,13,652
15,97.3,1,17,900
15,94.3,2,25,734
7,94.0,2,9,461
15,100.0,3,9,900
3,58.6,1,4,327
7,65.8,1,11,583
0,50.4,1,3,242
3,48.2,0,8,401
4,59.0,2,11,519
7,68.8,2,9,618
2,61.9,2,8,386
15,100.0,1,21,663
5,68.2,1,6,601
3,34.7,1,6,512
14,91.0,1,22,847
7,97.0,1,9,481
2,75.2,2,9,495
10,87.7,1,8,517
6,38.6,2,12,387
13,90.1,3,16,842
6,64.6,0,6,505
1,54.5,1,6,462
12,89.0,2,8,478
5,72.2,2,8,450
12,73.6,2,16,619
3,62.1,1,5,348
6,91.8,2,8,469
3,55.5,1,4,479
0,60.9,2,9,345
2,47.8,2,9,480
1,59.4,2,8,459
0,78.7,1,3,208
15,97.2,3,25,750
12,81.8,2,13,900
10,77.9,3,17,773
12,83.4,1,8,553
8,100.0,3,10,632
15,100.0,3,17,900
11,91.6,1,17,757
12,86.9,1,14,641
6,74.0,2,11,641
3,53.0,3,4,264
2,56.5,2,6,290
5,73.8,1,13,571
14,90.3,2,18,808
0,44.8,2,5,339
5,85.4,1,5,671
0,46.6,1,4,468
14,100.0,2,11,886
15,100.0,3,13,881
13,84.0,2,20,722
8,89.2,0,7,686
4,65.6,1,7,410
4,52.2,2,12,400
2,63.2,1,11,150
8,63.0,0,8,750
0,68.6,3,7,297
8,54.2,2,12,531
2,62.9,0,4,368
13,100.0,1,7,641
8,65.2,2,15,682
3,61.2,1,10,447
10,84.8,1,9,603
6,58.0,1,10,695
7,62.1,1,11,491
6,68.4,2,10,517
0,46.1,1,2,441
14,46.4,1,13,597
5,82.5,1,11,543
13,100.0,1,15,512
2,32.2,1,6,173
11,76.1,1,12,587
7,71.9,1,7,802
8,42.4,1,7,521
12,100.0,2,14,604
15,100.0,1,21,618
0,54.0,2,2,346
14,70.9,1,11,710
5,84.4,1,11,543
3,60.6,2,10,608
12,64.2,0,11,812
11,66.9,2,14,691
1,59.9,1,4,396
11,100.0,2,12,694
3,72.5,1,3,382
7,73.0,2,8,323
7,97.5,2,17,510
14,100.0,1,18,791
0,72.8,3,5,486
7,70.9,2,6,634
2,81.3,2,8,348
14,92.2,3,21,475
12,94.3,2,18,418
8,76.1,2,16,549
9,50.1,0,8,706
14,89.9,0,19,900
7,95.0,2,12,631
6,79.1,1,13,687
6,60.1,0,5,584
12,94.9,2,16,721
1,75.5,2,10,515
5,81.6,3,6,342
10,57.2,1,14,684
8,92.4,2,10,410
2,41.2,0,6,279
11,86.3,0,8,823
5,47.5,1,8,588
14,100.0,2,20,900
7,67.5,1,16,452
10,91.5,3,17,614
1,27.7,1,8,203
0,65.5,1,9,153
10,86.9,1,16,706
0,69.9,0,3,150
5,70.1,1,9,526
14,100.0,1,19,699
0,43.9,2,5,364
10,79.1,2,14,652
9,82.5,1,14,641
4,84.1,3,9,514
8,81.3,1,9,323
14,83.1,1,11,732
7,90.6,2,10,611
14,100.0,2,17,900
13,84.3,3,17,573
5,55.4,2,9,533
11,57.8,1,12,850
7,79.8,3,9,654
6,66.2,3,17,633
14,100.0,1,10,563
5,49.3,1,9,464
15,83.9,2,11,842
1,86.2,2,9,483
4,83.8,2,11,390
7,68.5,1,10,652
8,100.0,3,8,469
5,70.3,1,6,511
9,71.0,1,18,456
3,46.6,0,9,401
7,65.9,3,13,297
9,80.2,1,21,547
5,61.9,2,11,334
7,74.1,1,1,479
9,89.4,1,13,609
6,70.8,1,10,729
9,73.2,1,13,733
13,72.7,1,9,880
8,83.3,2,10,697
14,100.0,2,15,781
6,52.5,1,9,358
12,69.4,3,12,569
12,82.5,1,13,574
8,86.0,2,12,398
14,69.6,3,16,634
1,63.0,1,7,217
11,90.9,1,8,657
13,100.0,0,16,654
0,51.9,0,5,150
6,66.5,3,17,536
4,92.0,2,6,727
2,65.7,1,12,428
3,52.1,1,7,456
14,100.0,3,24,900
11,96.6,2,16,618
10,75.7,1,12,651
6,85.9,2,4,520
12,100.0,1,12,727
2,62.0,0,4,512
5,53.8,1,12,426
9,86.6,2,16,599
15,100.0,2,18,878
8,68.9,2,14,703
13,100.0,2,11,707
0,75.3,2,5,432
12,84.2,1,15,805
8,76.4,2,10,634
12,65.4,1,18,752
2,65.8,1,6,293
0,56.6,2,12,461
8,100.0,2,12,438
8,84.2,1,10,599
10,96.9,2,12,815
11,89.9,0,8,734
13,96.3,2,13,713
0,77.2,3,7,408
13,100.0,2,9,900
7,85.5,1,11,548
10,82.0,2,13,680
4,67.7,2,6,501
7,84.8,2,15,683
10,86.8,1,13,435
9,84.1,1,11,635
1,64.0,2,10,283
12,69.0,1,14,849
11,100.0,2,17,768
3,79.7,3,11,504
8,100.0,2,12,659
5,62.3,0,9,583
0,63.9,2,5,667
1,91.4,3,7,387
0,65.9,3,4,339
11,61.9,1,16,746
12,68.8,2,13,585
11,82.4,1,12,608
4,74.1,2,12,522
14,86.2,2,14,616
6,67.0,2,10,542
13,62.5,0,14,769
13,85.3,1,17,864
3,79.5,1,8,408
14,69.3,1,12,652
3,34.1,1,5,367
3,67.2,1,6,377
9,65.0,1,14,542
2,67.1,2,11,478
13,75.3,2,17,706
13,100.0,1,9,818
7,57.9,1,14,509
6,40.1,2,9,623
0,89.9,2,6,197
9,100.0,2,10,611
14,81.6,1,17,900
10,81.1,1,14,733
15,91.6,2,14,900
14,97.8,2,16,887
10,100.0,3,22,694
8,63.6,1,11,282
14,99.1,3,16,900
3,31.7,1,8,241
3,46.9,1,7,517
0,56.5,3,7,291
7,85.4,3,7,430
3,87.2,2,9,631
5,99.0,2,15,578
8,56.6,1,9,560
9,55.4,0,9,762
8,60.9,3,20,655
12,63.8,1,5,630
13,85.6,1,9,757
0,59.8,1,5,260
3,82.0,1,5,585
11,78.1,1,6,727
6,65.4,2,10,505
3,37.2,2,6,557
3,68.2,1,8,225
14,91.1,1,15,772
14,78.0,2,12,809
1,42.8,2,7,178
3,87.1,3,13,514
6,77.6,3,10,599
8,53.7,2,18,557
0,52.3,2,6,557
15,84.6,0,5,734
7,89.3,2,18,569
1,34.2,1,1,354
10,97.7,2,12,709
1,48.6,1,10,150
5,84.3,3,9,397
5,67.4,1,8,560
8,81.2,0,11,548
7,78.4,1,8,545
6,69.0,3,12,419
10,94.5,3,19,851
14,79.3,2,23,844
0,46.0,2,9,492
13,79.5,0,16,597
6,50.5,1,10,727
1,56.8,1,5,317
3,53.1,1,5,504
10,78.8,2,9,496
7,73.9,1,12,412
3,59.4,1,9,374
8,73.3,1,13,644
14,95.5,2,18,503
2,58.4,2,5,548
8,85.6,2,14,471
5,64.0,2,11,574
14,91.4,1,8,656
14,75.8,1,16,886
0,63.1,1,5,513
5,56.2,2,7,544
12,76.7,3,15,756
2,52.4,1,6,543
0,46.8,2,5,235
7,75.8,0,12,542
5,94.2,1,9,626
1,42.8,2,1,343
12,86.9,2,17,609
5,51.9,3,10,404
10,74.5,2,14,438
2,72.6,1,11,371
4,76.3,2,7,601
15,81.3,1,22,896
10,92.6,1,11,559
9,77.7,0,5,718
14,77.5,2,15,610
11,99.2,1,18,765
11,80.6,1,16,755
4,82.6,1,17,399
13,62.6,0,13,710
9,47.2,3,8,624
9,70.1,3,11,794
2,42.4,2,11,276
0,57.5,1,6,537
15,99.3,1,17,796
14,53.9,1,15,850
3,67.3,2,6,418
5,55.7,3,13,713
0,46.4,3,8,266
3,65.8,1,8,334
15,89.0,1,16,707
9,69.8,3,17,552
4,80.8,2,7,620
12,84.4,2,17,798
15,70.7,1,9,750
15,100.0,1,18,900
14,46.2,0,10,736
10,83.6,1,13,767
3,47.7,0,7,533
3,38.7,0,7,432
14,90.3,2,16,888
9,93.6,1,7,430
9,81.8,3,13,900
14,75.9,2,15,900
8,79.0,1,18,836
14,75.8,1,11,732
13,92.5,1,16,746
5,77.5,1,7,653
2,65.9,1,12,506
13,78.1,2,16,570
15,100.0,1,16,802
1,57.9,2,4,348
15,78.8,2,11,782
8,83.2,3,12,509
14,100.0,2,18,637
8,73.3,1,19,490
1,53.2,2,6,617
9,63.5,2,14,691
5,55.8,1,7,392
13,78.4,1,16,666
7,70.5,2,7,658
15,76.8,1,11,632
10,61.6,1,8,479
0,43.9,1,2,312
13,100.0,2,10,760
7,85.3,1,10,426
15,100.0,1,19,782
1,63.9,2,8,717
9,80.0,0,12,748
6,71.1,1,10,408
3,86.4,2,7,269
1,53.8,3,6,276
10,70.8,1,11,456
11,73.3,1,10,630
14,83.2,1,18,769
5,67.7,0,5,452
15,96.6,1,16,900
1,100.0,1,7,207
13,86.9,1,16,699
14,93.2,1,17,900
0,63.6,2,4,263
6,64.3,1,4,623
5,80.5,2,11,511
11,91.7,2,10,695
7,71.8,2,12,443
13,92.7,1,21,880
11,87.2,1,5,484
8,88.7,1,10,408
10,74.9,1,13,591
15,99.9,2,11,791
6,48.7,2,13,573
10,86.9,2,11,645
10,57.2,1,14,619
14,77.0,3,14,630
0,34.9,2,11,383
9,86.1,2,13,680
11,64.1,2,9,734
7,54.7,3,10,576
0,63.3,1,5,232
10,94.0,0,12,605
11,98.5,3,13,647
11,100.0,3,18,724
6,100.0,1,12,389
2,68.4,1,4,386
7,86.3,0,6,736
2,72.3,1,6,416
6,56.4,2,13,900
15,100.0,1,13,900
10,77.5,2,7,502
3,69.4,1,6,388
3,53.8,2,5,428
7,68.7,2,6,447
10,54.0,1,14,669
5,78.4,2,9,508
8,74.9,1,8,623
7,59.0,1,11,531
1,51.8,1,9,420
0,78.4,0,4,402
15,92.5,2,17,866
4,50.2,3,14,600
11,72.0,2,16,862
6,57.9,2,11,552
11,72.5,2,13,681
0,80.5,1,5,203
6,67.3,1,8,390
0,46.4,1,6,321
12,81.6,2,14,767
12,72.6,3,12,586
12,85.5,2,15,748
3,80.3,2,5,597
9,62.0,2,15,721
14,80.5,1,11,743
2,56.4,2,9,475
15,92.7,2,16,622
7,87.2,1,16,509
14,100.0,3,25,703
12,80.3,1,10,900
1,69.4,1,7,460
13,100.0,1,11,727
2,37.7,2,10,457
1,73.6,2,4,263
10,85.9,3,12,382
7,100.0,3,6,538
15,100.0,2,14,785
1,71.9,0,5,397
3,66.0,1,7,459
11,67.4,2,11,715
7,88.2,3,10,348
4,48.6,0,10,182
10,88.0,3,25,569
5,53.4,0,4,397
5,100.0,1,6,666
4,64.5,1,8,612
9,92.4,0,11,612
2,80.2,3,10,529
5,51.0,0,13,715
0,55.8,2,5,244
12,72.7,2,15,529
12,86.9,1,13,733
2,51.5,3,7,355
4,98.0,3,12,555
1,58.5,1,4,277
2,61.9,3,7,355
10,77.4,2,14,509
14,80.4,1,13,807
7,68.1,1,6,724
3,48.1,2,5,407
7,75.4,2,10,525
10,48.4,1,15,900
0,44.4,3,7,404
6,85.0,1,8,602
11,63.3,1,10,890
7,65.8,1,11,443
14,89.6,1,18,900
3,57.4,1,10,633
11,96.5,2,12,710
2,60.6,1,6,400
9,63.3,1,15,667
0,43.9,2,7,212
7,43.5,2,12,531
7,51.8,1,13,529
6,70.1,1,13,550
10,77.6,1,10,900
13,83.7,2,16,857
7,74.8,1,9,641
11,82.1,1,14,441
13,73.2,2,21,771
3,80.2,2,6,397
3,72.1,3,2,481
13,94.5,2,14,657
6,88.1,1,8,492
7,77.7,2,10,391
13,87.9,1,15,792
6,30.1,1,12,661
4,79.8,2,5,557
13,100.0,1,13,761
1,80.1,1,7,244
14,97.7,2,14,604
12,77.3,1,10,770
4,62.8,1,8,495
6,96.2,2,12,449
0,45.4,1,3,378
3,30.7,0,4,553
7,56.8,3,12,465
13,81.7,2,16,729
1,81.4,2,6,150
14,83.3,1,24,711
12,96.0,1,15,807
10,100.0,2,14,491
2,65.4,2,9,479
12,70.3,1,11,686
13,81.3,2,12,817
11,99.1,2,17,740
3,48.0,1,5,602
3,81.5,3,11,232
7,73.3,3,12,562
2,52.5,1,1,369
8,79.8,1,14,557
9,62.9,2,10,564
14,74.2,1,13,809
13,100.0,2,11,834
14,61.7,0,14,900
11,86.8,1,13,673
9,83.6,3,9,637
1,89.8,1,2,338
10,76.6,1,11,724
13,100.0,2,13,685
2,66.2,2,12,391
9,73.0,1,4,611
4,55.6,2,11,362
13,100.0,3,14,900
13,63.0,2,12,900
13,90.3,2,14,584
7,69.9,1,7,510
3,55.1,1,8,540
5,50.8,1,7,662
0,72.8,1,2,233
9,69.6,1,9,612
4,78.1,1,4,589
14,76.7,3,17,699
1,74.8,2,10,414
10,92.0,2,18,567
12,96.5,3,19,823
4,77.7,2,5,398
13,100.0,2,15,766
2,64.7,3,4,430
12,80.4,2,18,523
12,62.5,0,10,900
8,59.5,0,12,532
0,65.4,1,6,213
8,70.5,1,10,697
4,70.5,2,6,476
4,86.9,1,6,638
3,62.4,1,6,316
4,66.1,1,5,387
15,100.0,1,14,680
11,45.2,2,14,713
13,56.4,1,13,900
2,82.5,2,8,376
3,72.3,2,4,662
3,66.5,1,9,662
7,76.9,1,13,612
7,87.7,2,12,457
2,49.9,2,10,354
14,99.9,1,12,677
15,87.4,2,18,818
11,100.0,2,18,755
12,81.4,2,14,792
7,65.5,1,6,460
3,68.2,1,4,559
11,77.2,1,10,728
6,32.8,1,3,643
15,86.6,1,15,844
2,55.1,2,10,353
7,100.0,2,6,614
14,81.7,0,16,793
0,59.0,1,4,196
7,63.6,3,9,468
9,81.3,1,12,598
3,72.6,2,8,549
5,91.0,2,7,617
14,100.0,1,11,884
2,44.9,1,1,225
12,78.8,2,15,735
14,100.0,1,25,658
12,100.0,2,11,649
13,78.4,1,13,594
11,62.2,1,16,710
14,100.0,2,15,675
5,59.9,1,11,150
2,73.6,1,5,345
2,48.6,1,5,226
14,74.8,3,18,763
1,51.0,1,6,422
12,100.0,2,15,789
7,54.1,1,8,421
4,71.5,0,2,642
12,75.2,1,10,690
11,95.1,2,13,693
14,73.3,2,14,756
10,63.8,0,10,473
13,54.9,1,10,599
10,62.2,2,13,849
8,59.5,1,10,595
0,35.1,2,4,389
8,77.6,0,8,641
8,42.8,1,9,519
3,55.2,2,9,386
15,67.8,1,20,836
10,65.0,1,6,505
11,89.5,1,15,800
9,73.8,0,10,511
15,100.0,2,18,789
11,74.3,2,10,875
10,78.5,2,12,704
4,76.7,1,4,437
15,80.6,2,12,713
8,91.8,2,5,473
13,92.6,0,3,493
6,55.2,1,7,570
3,73.3,1,13,458
7,88.2,1,7,613
9,71.1,2,13,662
14,81.5,1,21,900
11,79.5,1,16,672
3,92.0,1,10,436
4,69.3,0,9,308
12,76.1,1,20,559
3,73.4,2,11,365
9,78.7,1,7,453
15,100.0,2,16,849
0,52.6,2,4,444
9,100.0,1,7,561
2,65.9,2,13,301
6,48.2,1,8,793
1,58.3,1,3,401
0,60.7,3,3,425
10,95.5,2,13,561
7,58.5,2,10,435
7,89.0,1,9,350
11,68.5,2,16,715
6,52.6,0,4,492
3,67.3,2,3,629
1,45.6,2,10,201
6,77.4,1,6,367
15,88.7,1,17,856
6,100.0,2,8,391
4,44.8,1,12,555
5,65.8,1,9,324
4,64.3,1,10,452
13,100.0,2,14,675
13,79.9,2,12,719
3,94.4,2,3,416
12,70.3,1,15,777
10,74.5,1,12,797
6,84.6,3,13,641
0,72.5,1,9,420
6,75.9,2,7,582
4,65.1,1,11,471
11,90.6,2,13,719
10,84.8,1,11,774
1,54.9,1,5,440
2,57.9,2,2,474
3,78.4,2,9,467
13,100.0,2,24,637
2,84.4,2,5,473
3,81.4,2,9,545
13,86.9,1,13,651
3,51.2,2,11,442
3,74.1,1,4,462
5,61.3,2,10,474
6,88.5,3,11,650
3,66.0,2,6,402
15,96.9,1,14,900
6,83.4,3,16,636
6,62.7,1,10,590
11,80.2,1,11,817
0,65.2,1,6,413
11,78.1,1,14,638
6,79.4,1,9,487
9,78.0,2,14,640
6,44.1,1,7,613
9,79.1,2,19,542
6,49.4,2,10,556
3,74.5,2,11,500
6,65.9,1,6,544
3,48.4,2,5,556
11,100.0,1,9,688
4,76.3,2,11,606
7,59.8,2,12,515
13,94.0,1,17,854
6,73.1,3,14,595
10,85.2,1,15,436
2,53.4,2,9,262
1,58.6,1,1,450
15,97.7,2,19,739
15,65.0,1,15,900
13,62.2,2,14,638
0,51.7,2,5,150
13,78.5,0,14,840
15,100.0,1,17,900
0,62.5,3,2,175
4,62.7,1,7,435
11,86.0,1,9,621
7,41.6,0,8,675
13,76.7,2,13,893
15,87.0,2,17,734
8,77.5,1,14,494
12,87.4,2,15,849
14,81.2,2,7,848
7,100.0,1,6,600
10,58.3,2,17,802
2,80.0,3,9,521
2,74.7,2,9,309
5,79.6,2,17,457
0,41.9,1,3,269
13,98.0,2,15,621
1,70.5,1,5,282
12,53.9,1,15,900
0,40.2,2,3,611
4,67.1,3,13,150
12,78.5,2,18,601
3,53.6,0,5,401
1,37.2,1,8,470
9,72.3,0,6,555
2,69.6,1,13,538
0,31.2,1,6,371
14,91.4,0,15,661
0,60.2,1,5,310
2,76.0,2,8,364
9,74.8,0,12,669
2,79.9,0,8,385
15,100.0,2,18,667
9,82.5,2,11,343
5,64.7,1,8,507
14,98.0,1,11,891
11,87.0,1,9,557
13,79.7,1,16,718
14,84.1,1,21,698
0,59.3,1,7,208
0,56.8,1,9,247
2,47.6,1,4,164
11,72.2,3,12,584
3,74.2,1,7,582
14,100.0,3,17,900
12,100.0,3,15,830
7,100.0,2,15,571
2,70.0,2,3,647
5,77.7,1,8,525
0,45.5,1,3,370
3,80.1,2,2,599
13,90.6,1,15,457
7,73.2,1,6,656
14,82.3,2,14,861
15,97.4,2,18,794
8,48.6,1,11,813
1,51.6,1,4,224
12,83.7,1,18,752
6,50.1,0,11,600
5,77.8,3,6,373
14,98.7,1,7,725
0,43.5,1,7,384
3,62.8,1,8,392
4,100.0,1,14,561
15,69.0,2,8,696
9,82.3,3,12,546
4,91.2,1,11,434
5,63.8,0,8,277
13,85.6,1,14,539
8,71.0,1,5,553
